epoch,train_loss,train_acc,val_loss,val_acc
1,1.298647,0.482169,1.020849,0.655793
2,0.717180,0.710120,0.607700,0.732283
3,0.539416,0.780241,0.374191,0.862767
4,0.436217,0.824819,0.411896,0.852643
5,0.303685,0.885542,0.337938,0.851519
6,0.260364,0.906265,0.255483,0.907762
7,0.230632,0.920241,0.242286,0.940382
8,0.212776,0.925783,0.214932,0.942632
9,0.180693,0.939036,0.197048,0.947132
10,0.176831,0.943614,0.177715,0.951631
