epoch,train_loss,train_acc,val_loss,val_acc
1,3.492833,0.094588,2.965004,0.186603
2,2.950980,0.183962,2.608795,0.263158
3,2.518294,0.278302,2.252531,0.330144
4,2.239660,0.354270,1.978862,0.398325
5,2.013268,0.411867,1.812193,0.471292
