epoch,train_loss,train_acc,val_loss,val_acc
1,4.576571,0.045259,4.237578,0.047414
2,3.997921,0.077586,3.975750,0.060345
3,3.770210,0.080460,3.719811,0.112069
4,3.620504,0.092672,3.634846,0.112069
5,3.422891,0.107759,3.529814,0.133621
6,3.340553,0.136494,3.403484,0.133621
7,3.236555,0.137213,3.295959,0.155172
8,3.069771,0.173851,3.205277,0.168103
9,3.001503,0.176006,3.183574,0.193966
10,2.989993,0.193966,3.174687,0.206897
