epoch,train_loss,train_acc,val_loss,val_acc
1,3.472945,0.103029,3.107162,0.136364
2,3.099231,0.142254,2.932123,0.174641
3,2.724243,0.222939,2.366542,0.342105
4,2.409442,0.304121,2.390669,0.308612
5,2.132233,0.371648,1.980263,0.429426
6,2.029088,0.399454,1.785721,0.448565
7,1.826813,0.453823,1.661588,0.479665
8,1.691179,0.502731,1.560074,0.523923
9,1.689563,0.495780,1.504529,0.537081
10,1.655825,0.516634,1.474894,0.543062
