epoch,train_loss,train_acc,val_loss,val_acc
1,1.223300,0.526747,0.881737,0.620922
2,0.650729,0.726265,0.497252,0.811024
3,0.414383,0.834458,0.389843,0.842520
4,0.324842,0.873976,0.364451,0.851519
5,0.272450,0.900241,0.278211,0.906637
