epoch,train_loss,train_acc,val_loss,val_acc
1,4.656070,0.036638,4.240794,0.030172
2,4.089863,0.057471,3.869465,0.073276
3,3.742597,0.089080,3.741474,0.103448
4,3.559497,0.104167,3.579451,0.146552
5,3.434579,0.130747,3.530067,0.163793
