epoch,train_loss,train_acc,val_loss,val_acc
1,4.648718,0.036638,4.172367,0.060345
2,4.187519,0.059626,3.934213,0.077586
3,3.909385,0.073994,3.772391,0.090517
4,3.665994,0.081897,3.706505,0.064655
5,3.538481,0.102730,3.595398,0.120690
6,3.439864,0.131466,3.579680,0.125000
7,3.337899,0.117816,3.517406,0.120690
8,3.331504,0.160201,3.465555,0.137931
9,3.283677,0.160201,3.423961,0.137931
10,3.284546,0.172414,3.414016,0.146552
