epoch,train_loss,train_acc,val_loss,val_acc
1,1.261302,0.494881,0.913583,0.555911
2,0.702697,0.669966,0.527278,0.790735
3,0.553421,0.755290,0.563509,0.787540
4,0.461393,0.807850,0.479109,0.792332
5,0.411536,0.833788,0.499553,0.824281
6,0.376193,0.864164,0.456702,0.853035
7,0.356630,0.869283,0.368132,0.851438
8,0.325442,0.869625,0.353206,0.872204
9,0.310876,0.883618,0.300839,0.888179
10,0.277928,0.903072,0.311441,0.883387
