epoch,train_loss,train_acc,val_loss,val_acc
1,1.682843,0.229516,1.588474,0.133770
2,1.552420,0.281002,1.351288,0.477393
3,1.478134,0.325543,1.220963,0.492672
4,1.415802,0.367078,1.453246,0.438104
5,1.375823,0.393255,1.278287,0.485189
6,1.341342,0.418364,1.202107,0.520736
7,1.317374,0.434124,1.142855,0.531338
8,1.291848,0.454825,1.125039,0.528220
9,1.243770,0.478397,1.061014,0.569068
10,1.220470,0.493222,1.070549,0.565014
