epoch,train_loss,train_acc,val_loss,val_acc
1,1.238959,0.505783,1.028725,0.606299
2,0.654373,0.728434,0.494677,0.767154
3,0.463576,0.814699,0.501886,0.795276
4,0.303206,0.884337,0.602458,0.803150
5,0.249915,0.913976,0.218390,0.934758
6,0.198834,0.928675,0.167016,0.940382
7,0.138014,0.948916,0.160982,0.949381
8,0.082226,0.974699,0.090912,0.969629
9,0.055777,0.983133,0.079055,0.978628
10,0.046301,0.985542,0.060874,0.977503
