epoch,train_loss,train_acc,val_loss,val_acc
1,3.456007,0.100794,3.096683,0.166268
2,2.853255,0.205065,2.524718,0.276316
3,2.478094,0.273833,2.415749,0.311005
4,2.133434,0.368918,2.211489,0.350478
5,1.977822,0.401688,1.630460,0.497608
6,1.757947,0.471450,1.605096,0.503589
7,1.599168,0.516385,1.382621,0.565789
8,1.434395,0.555611,1.212022,0.633971
9,1.361736,0.589623,1.197285,0.611244
10,1.325207,0.603525,1.169756,0.629187
