epoch,train_loss,train_acc,val_loss,val_acc
1,1.094544,0.554949,0.838952,0.672524
2,0.644868,0.720819,0.608568,0.746006
3,0.527868,0.762116,0.695229,0.722045
4,0.459343,0.807509,0.597507,0.769968
5,0.401232,0.841638,0.411270,0.845048
6,0.380934,0.860410,0.366615,0.864217
7,0.342690,0.874744,0.326148,0.872204
8,0.314448,0.878840,0.322766,0.876997
9,0.285741,0.894881,0.305018,0.884984
10,0.261618,0.901024,0.300772,0.881789
