epoch,train_loss,train_acc,val_loss,val_acc
1,1.647387,0.233656,1.466596,0.487371
2,1.543533,0.285075,1.272597,0.526660
3,1.475332,0.338164,1.364775,0.461490
4,1.400612,0.383639,1.065671,0.626130
5,1.340339,0.422371,1.148874,0.574992
