epoch,train_loss,train_acc,val_loss,val_acc
1,1.400030,0.482548,1.056682,0.565574
2,1.131918,0.534031,0.838181,0.598361
3,0.973281,0.590750,0.822742,0.659836
4,0.945534,0.611693,0.757327,0.684426
5,0.877673,0.651832,0.860088,0.610656
6,0.813760,0.698080,0.760983,0.684426
7,0.800186,0.670157,0.803917,0.581967
8,0.752529,0.685864,0.827164,0.577869
9,0.765437,0.689354,0.776821,0.639344
10,0.733842,0.693717,0.753831,0.668033
