epoch,train_loss,train_acc,val_loss,val_acc
1,1.074820,0.557338,0.624719,0.731629
2,0.638361,0.713993,0.563683,0.766773
3,0.473482,0.791126,0.493431,0.779553
4,0.387929,0.845051,0.415586,0.845048
5,0.323837,0.880205,0.405704,0.845048
