epoch,train_loss,train_acc,val_loss,val_acc
1,2.749704,0.108038,2.524989,0.131944
2,2.564524,0.112463,2.557658,0.081597
3,2.513158,0.112463,2.471693,0.135417
4,2.472965,0.127581,2.448545,0.157986
5,2.430925,0.153761,2.446585,0.159722
