epoch,train_loss,train_acc,val_loss,val_acc
1,1.424353,0.457243,1.047711,0.491803
2,0.986380,0.590750,0.830770,0.647541
3,0.897202,0.635253,0.812863,0.680328
4,0.846506,0.651832,0.876912,0.614754
5,0.825561,0.646597,0.828306,0.631148
6,0.780927,0.694590,0.820128,0.631148
7,0.711856,0.715532,0.727314,0.692623
8,0.674192,0.726876,0.690272,0.713115
9,0.623240,0.758290,0.617385,0.774590
10,0.583927,0.779232,0.620462,0.750000
